14:14:33.148, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.24972, 17.72858, 0, 0, 0.02365649, 80.46719,  , -1, -1, -1, -1, Green, 7, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:33.341, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.23672, 17.74794, 0, 0, 0.02316026, 80.46719,  , -1, -1, -1, -1, Green, 7, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:33.541, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.21981, 17.77219, 0, 0, 0.02254148, 80.46719,  , -1, -1, -1, -1, Green, 7, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:33.741, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.19696, 17.80346, 0, 0, 0.021748, 80.46719,  , -1, -1, -1, -1, Green, 7, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:33.943, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.17574, 17.83112, 0, 0, 0.02104996, 80.46719,  , -1, -1, -1, -1, Green, 7, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:34.141, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.15233, 17.86029, 0, 0, 0.02031757, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:34.340, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.12868, 17.88848, 0, 0, 0.01961257, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:34.541, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.10484, 17.91579, 0, 0, 0.01893191, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:36.974, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.08685, 17.93575, 0, 0, 0.01843554, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:37.173, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.07079, 17.95314, 0, 0, 0.01800332, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:37.371, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.05066, 17.97445, 0, 0, 0.01747356, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:40.795, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.03249, 17.99327, 0, 0, 0.01700535, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:41.000, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 26.0062, 18.00725, 0, 0, 0.01640071, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:41.183, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 25.97879, 18.00264, 0, 0, 0.01587274, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.9208, 32.35202, 53.79261, , 
14:14:41.384, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 25.94664, 17.98567, 0, 0, 0.01532267, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.85911, 32.35202, 53.79261, , 
14:14:41.584, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 25.91352, 17.96366, 0, 0, 0.01479665, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.85911, 32.35202, 53.79261, , 
14:14:44.046, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 25.8889, 17.94842, 0, 0, 0.01441609, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.85911, 32.35202, 53.79261, , 
14:14:44.248, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 25.86006, 17.93645, 0, 0, 0.01396515, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.85911, 32.35202, 53.79261, , 
14:14:44.447, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 25.84052, 17.93548, 0, 0, 0.01364574, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.85911, 32.35202, 53.79261, , 
14:14:44.647, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 25.81854, 17.94725, 0, 0, 0.01325507, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.85911, 32.35202, 53.79261, , 
14:14:44.847, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Limpo, Warm, 25.8017, 17.97358, 0, 0, 0.01291027, 80.46719,  , -1, -1, -1, -1, Green, 6, 53.79261, 15.85911, 32.35202, 53.79261, , 
