






19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
19, Woodford, 1, Good, False, None,  ,  ,  ,  , 7, 20, 20, 4.160154, 25.77601, True, 0, 0, 0.7144257, , 
