14:12:56.628, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuvoso, Warm, 25.09493, 11.29964, 0.2444023, 0, 0.340309, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:56.829, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuvoso, Warm, 25.11062, 11.26918, 0.2452202, 0, 0.3415214, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:57.028, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuvoso, Warm, 25.13275, 11.2266, 0.2463679, 0, 0.3432171, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:57.229, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuvoso, Warm, 25.16146, 11.17197, 0.2478469, 0, 0.3453943, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:57.431, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuvoso, Warm, 25.19371, 11.11142, 0.2494935, 0, 0.3478088, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:57.632, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.21978, 11.06308, 0.2508122, 0, 0.3497365, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:57.830, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.24279, 11.02084, 0.2519662, 0, 0.3514198, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:58.035, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.27264, 10.96661, 0.2534493, 0, 0.353581, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:58.237, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.30957, 10.90041, 0.2552594, 0, 0.3562284, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:58.424, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.3504, 10.82835, 0.2572283, 0, 0.3591218, 80.46719,  , -1, -1, -1, -1, Green, 21, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:58.625, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.39524, 10.75051, 0.2593511, 0, 0.3622565, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:58.825, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.4407, 10.67296, 0.2614599, 0, 0.3653848, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:59.023, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.48676, 10.59577, 0.2635509, 0, 0.3684997, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:59.222, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.51899, 10.54258, 0.2649861, 0, 0.3706448, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:59.437, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.54786, 10.49547, 0.2662522, 0, 0.3725416, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:59.623, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.58424, 10.43686, 0.2678208, 0, 0.3748969, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:12:59.837, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.62832, 10.36695, 0.2696802, 0, 0.3776962, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:13:00.037, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.67656, 10.29179, 0.2716632, 0, 0.3806895, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:13:00.231, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.72156, 10.22287, 0.2734615, 0, 0.3834202, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:13:00.436, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.77479, 10.14262, 0.2755166, 0, 0.3865997, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:13:00.634, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.82487, 10.06838, 0.2773797, 0, 0.3895387, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:13:00.827, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.86378, 10.01154, 0.2787809, 0, 0.3917841, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:13:01.032, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.89908, 9.960651, 0.2800166, 0, 0.3937894, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:13:01.231, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.93858, 9.904471, 0.2813599, 0, 0.3959957, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
14:13:01.431, 18 junho 2026, 6, 17, Milan, 2.4, 3863.632, Soft, Medium, Hard, 0.15, 0.35, Moderate, 0.43, 0.4, 0.15, 0.19, 0.02, Nublado, Chuva forte, Warm, 25.97835, 9.848737, 0.2826703, 0, 0.3981749, 80.46719,  , -1, -1, -1, -1, Green, 20, 54.87107, 16.36876, 32.37842, 54.87107, , 
